,Unnamed: 0,area,bathroom,direction,price,rooms,type,latitude,longitude
913,913, 175mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 245,000", 3,Venta,18.46817535,-69.9199088057318
914,914, 175mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 235,000", 3,Venta,18.46817535,-69.9199088057318
915,915, 175mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 220,000", 3,Venta,18.46817535,-69.9199088057318
916,916, 175mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 215,000", 3,Venta,18.46817535,-69.9199088057318
917,917, 175mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 207,000", 3,Venta,18.46817535,-69.9199088057318
918,918, 177mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 245,000", 3,Venta,18.46817535,-69.9199088057318
919,919, 177mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 240,000", 3,Venta,18.46817535,-69.9199088057318
920,920, 177mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 210,000", 3,Venta,18.46817535,-69.9199088057318
921,921, 189mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 220,000", 3,Venta,18.46817535,-69.9199088057318
922,922, 195mt, 3,"Ensanche Naco, Santo Domingo De Guzmán","US$ 260,000", 3,Venta,18.48063285,-69.9245812964471
923,923, 186mt, 3,"Mirador Norte, Santo Domingo De Guzmán","RD$ 6,500,000", 3,Venta,18.4505505,-69.9579591088741
924,924, 105mt, 2,"Renacimiento, Santo Domingo De Guzmán","RD$ 4,975,000", 2,Venta,18.44677475,-69.9683024115298
925,925, 195mt, 3,"Ensanche Naco, Santo Domingo De Guzmán","US$ 260,000", 3,Venta,18.48063285,-69.9245812964471
926,926, 143mt, 2,"Gascue, Santo Domingo De Guzmán","US$ 158,000", 2,Venta,18.4929955,-69.9032885
927,927, 195mt, 3,"Ensanche Naco, Santo Domingo De Guzmán","US$ 262,000", 3,Venta,18.48063285,-69.9245812964471
928,928, 255mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 315,000", 3,Venta,18.46817535,-69.9199088057318
929,929, 150mt, 2,"Altos De Arroyo Hondo Iii, Santo Domingo De Guzmán","RD$ 3,700,000", 3,Venta,18.5029036,-69.9640468
930,930, 213mt, 3,"Paraíso, Santo Domingo De Guzmán","US$ 1,650", 3,Alquiler Amueblado,-14.0848185,-75.7236762
931,931, 270mt, 3,"Piantini, Santo Domingo De Guzmán","US$ 515,000", 3,Venta,18.4772093,-69.8949479
932,932, 145mt, 2,"Urbanización Olimpo, Santo Domingo Oeste","RD$ 3,850,000", 3,Venta,null,null
933,933, 145mt, 2,"Urbanización Olimpo, Santo Domingo Oeste","RD$ 3,850,000", 3,Venta,null,null
934,934, 176mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 235,000", 3,Venta,18.46817535,-69.9199088057318
935,935, 103mt, 1,"Urbanización Olimpo, Santo Domingo Oeste","RD$ 2,850,000", 2,Venta,null,null
936,936, 145mt, 1,"Urbanización Olimpo, Santo Domingo Oeste","RD$ 2,850,000", 2,Venta,null,null
937,937, 204mt, 3,"Bella Vista, Santo Domingo De Guzmán","US$ 250,000", 3,Venta,18.4522046,-69.9484723
938,938, 209mt, 3,"Ensanche Naco, Santo Domingo De Guzmán","US$ 1,400", 3,Alquiler,18.48063285,-69.9245812964471
939,939, 98mt, 2,"La Esperilla, Santo Domingo De Guzmán",US$ 900, 2,Alquiler,18.46817535,-69.9199088057318
940,940, 60mt, 1,"Honduras, Santo Domingo De Guzmán","RD$ 3,000,000", 2,Venta,18.4283249,-69.9842834
941,941, 195mt, 2,"Avenida George Washington, Santo Domingo De Guzmán","US$ 225,000", 2,Venta,18.4644124,-69.894163
942,942, 83mt, 1,"Las Américas, Santo Domingo Este","RD$ 7,500", 3,Alquiler,18.4824319,-69.860114
943,943, 183mt, 3,"El Vergel, Santo Domingo De Guzmán","US$ 195,000", 3,Venta,18.4732303,-69.9167337
944,944, 170mt, 2,"Ensanche Naco, Santo Domingo De Guzmán","US$ 1,800", 3,Alquiler Amueblado,18.48063285,-69.9245812964471
945,945, 214mt, 2,"Renacimiento, Santo Domingo De Guzmán","US$ 170,000", 3,Venta,18.44677475,-69.9683024115298
946,946, 375mt, 3,"Paraíso, Santo Domingo De Guzmán","US$ 305,000", 3,Venta,-14.0848185,-75.7236762
947,947, 140mt, 2,"Evaristo Morales, Santo Domingo De Guzmán","US$ 1,000", 2,Alquiler,18.4651751,-69.9412137
948,948, 175mt, 2,"Urbanización Real, Santo Domingo De Guzmán","US$ 185,000", 3,Venta,18.4428514,-69.9757123
949,949, 160mt, 3,"Ciudad Real, Santo Domingo De Guzmán","RD$ 4,200,000", 3,Venta,18.5115991,-69.9852281
950,950, 250mt, 1,"Los Prados, Santo Domingo De Guzmán","US$ 1,600", 3,Alquiler,18.4747108,-69.9598991
951,951, 216mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 1,100", 3,Alquiler,18.46817535,-69.9199088057318
952,952, 89mt, 2,"Pantoja, Los Alcarrizos","RD$ 2,400,000", 3,Venta,18.5266242,-70.000069
953,953, 120mt, 1,"Los Girasoles I, Santo Domingo De Guzmán","RD$ 800,000", 2,Venta,18.5169199,-69.9859684
954,954, 150mt, 3,"Ciudad Modelo, Santo Domingo Norte","RD$ 16,500", 3,Alquiler,18.5490204,-69.9258662518251
955,955, 207mt, 2,"Punta Bonita, Las Terrenas","US$ 380,000", 3,Venta,19.314869,-69.5744842
956,956, 361mt, 3,"Ciudad Las Canas, Cap Cana","US$ 320,000", 3,Venta,null,null
957,957, 91mt, 1,"Juan Dolio, Guayacanes","US$ 165,000", 1,Venta,18.4268923,-69.4162105
958,958, 235mt, 3,"Urbanización Real, Santo Domingo De Guzmán","US$ 215,000", 3,Venta,18.4428514,-69.9757123
959,959, 138mt, 2,"Ensanche Naco, Santo Domingo De Guzmán","US$ 1,500", 2,Alquiler,18.48063285,-69.9245812964471
960,960, 71mt, 1,"Bella Vista, Santo Domingo De Guzmán",US$ 900, 1,Alquiler,18.4522046,-69.9484723
961,961, 275mt, 3,"Los Cacicazgos, Santo Domingo De Guzmán","US$ 450,000", 3,Venta,18.441375,-69.9697149
962,962, 353mt, 3,"La Trinitaria, Santiago","RD$ 17,000,000", 3,Venta,19.4544274,-70.6930311
963,963, 60mt, 1,"Viejo Arroyo Hondo, Santo Domingo De Guzmán",US$ 500, 1,Alquiler,18.4963441,-69.9427768
964,964, 123mt, 2,"Autopista Duarte, Santo Domingo De Guzmán","RD$ 3,400,000", 3,Venta,18.5493975,-70.0477175
965,965, 117mt, 2,"Autopista Duarte, Santo Domingo De Guzmán","RD$ 3,400,000", 3,Venta,18.5493975,-70.0477175
966,966, 502mt, 4,"Ensanche Naco, Santo Domingo De Guzmán","US$ 475,000", 4,Venta,18.48063285,-69.9245812964471
967,967, 122mt, 2,"Autopista Duarte, Santo Domingo De Guzmán","RD$ 3,400,000", 3,Venta,18.5493975,-70.0477175
968,968, 123mt, 2,"Autopista Duarte, Santo Domingo De Guzmán","RD$ 3,300,000", 3,Venta,18.5493975,-70.0477175
969,969, 163mt, 2,"Autopista Duarte, Santo Domingo De Guzmán","RD$ 3,700,000", 3,Venta,18.5493975,-70.0477175
970,970, 123mt, 2,"Arroyo Hondo, Santo Domingo De Guzmán","RD$ 3,800,000", 3,Venta,18.5051048,-69.931862
971,971, 123mt, 2,"Autopista Duarte, Santo Domingo De Guzmán","RD$ 18,000", 3,Alquiler,18.5493975,-70.0477175
972,972, 124mt, 2,"El Dorado Ii, Santiago","RD$ 4,500,000", 3,Venta,3.42070205,-76.5290149448327
973,973, 230mt, 2,"Bella Vista, Santo Domingo De Guzmán","US$ 1,300", 3,Alquiler,18.4522046,-69.9484723
974,974, 180mt, 2,"Gazcue, Guayubín","RD$ 5,200,000", 3,Venta,null,null
975,975, 177mt, 2,"El Millón, Santo Domingo De Guzmán","US$ 140,000", 2,Venta,18.4593396,-69.9597566
976,976, 200mt, 3,"Urbanización Real, Santo Domingo De Guzmán","RD$ 7,900,000", 3,Venta,18.4428514,-69.9757123
977,977, 150mt, 2,"Piantini, Santo Domingo De Guzmán","US$ 2,250", 2,Alquiler Amueblado,18.4772093,-69.8949479
978,978, 164mt, 3,"Los Cacicazgos, Santo Domingo De Guzmán","US$ 208,000", 3,Venta,18.441375,-69.9697149
979,979, 16mt, 2,"Residencial Los Hidalgos, Los Alcarrizos","RD$ 3,200,000", 3,Venta,18.5077245,-70.018765
980,980, 118mt, 2,"Gurabo, Jánico","RD$ 3,500,000", 3,Venta,null,null
981,981, 105mt, 2,"Gurabo, Jánico","RD$ 2,900,000", 2,Venta,null,null
982,982, 157mt, 3,"Zona Colonial, Santo Domingo De Guzmán","US$ 185,000", 2,Venta,18.4714798,-69.8868222
983,983, 200mt, 3,"Bella Vista, Enriquillo","US$ 1,400", 3,Alquiler Amueblado,17.8988867,-71.2338426
984,984, 138mt, 2,"Malecon, Santo Domingo De Guzmán","US$ 160,000", 2,Venta,18.4801972,-69.942111
985,985, 195mt, 3,"Ensanche Naco, Santo Domingo De Guzmán","US$ 225,000", 3,Venta,18.48063285,-69.9245812964471
986,986, 203mt, 2,"La Piña I, San Francisco De Macorís","RD$ 6,500,000", 3,Venta,19.3546068,-70.2119384
987,987, 220mt, 2,"Colinas De Los Ríos, Santo Domingo De Guzmán","RD$ 8,900,000", 4,Venta,null,null
988,988, 100mt, 2,"Gurabo, Jánico","RD$ 3,100,000", 3,Venta,null,null
989,989, 219mt, 4,"Gurabo, Jánico","RD$ 6,400,000", 5,Venta,null,null
990,990, 93mt, 2,"Gurabo, Jánico","RD$ 3,100,000", 3,Venta,null,null
991,991, 93mt, 2,"El Paraíso, Villa González","RD$ 2,950,000", 2,Venta,4.4535902,-75.2338039
992,992, 81mt, 2,"Las Charcas, Santiago","RD$ 2,835,000", 3,Venta,28.253589,-16.826449
993,993, 125mt, 2,"Villa Olga, Santiago","US$ 118,000", 3,Venta,42.8449509,-8.5782157
994,994, 195mt, 3,"Guavaberry, Guayacanes","US$ 130,000", 3,Venta,null,null
995,995, 125mt, 2,"Villa Olga, Santiago","RD$ 5,300,000", 3,Venta,42.8449509,-8.5782157
996,996, 157mt, 2,"Prado Oriental I, Santo Domingo Este","RD$ 4,500,000", 3,Venta,18.4908734,-69.7836047
997,997, 158mt, 2,"Prado Oriental I, Santo Domingo Este","RD$ 4,500,000", 3,Venta,18.4908734,-69.7836047
998,998, 176mt, 2,"Prado Oriental I, Santo Domingo Este","RD$ 5,000,000", 3,Venta,18.4908734,-69.7836047
999,999, 142mt, 2,"Prado Oriental I, Santo Domingo Este","RD$ 4,500,000", 3,Venta,18.4908734,-69.7836047
1000,1000, 325mt, 3,"Los Ríos, Santo Domingo De Guzmán","RD$ 7,800,000", 3,Venta,18.4906542,-69.9639095
1001,1001, 94mt, 2,"Arroyo Hondo, Santo Domingo De Guzmán","RD$ 3,500,000", 2,Venta,18.5051048,-69.931862
1002,1002, 350mt, 2,"Los Cacicazgos, Santo Domingo De Guzmán","US$ 2,100", 3,Alquiler,18.441375,-69.9697149
1003,1003, 147mt, 2,"Altos De Arroyo Hondo Ii, Santo Domingo De Guzmán","RD$ 3,850,000", 3,Venta,18.5042878,-69.9497993
1004,1004, 142mt, 3,"Zona Colonial, Santo Domingo De Guzmán","RD$ 6,600,000", 5,Venta,18.4714798,-69.8868222
1005,1005, 112mt, 3,"Brisas De La Charles, Santo Domingo Este","RD$ 25,000", 3,Alquiler,18.4929997,-69.821528
1006,1006, 179mt, 3,"Gascue, Santo Domingo De Guzmán","US$ 1,100", 3,Alquiler,18.4929955,-69.9032885
1007,1007, 153mt, 3,"Piantini, Santo Domingo De Guzmán","US$ 231,000", 3,Venta,18.4772093,-69.8949479
1008,1008, 153mt, 3,"Piantini, Santo Domingo De Guzmán","US$ 231,000", 3,Venta,18.4772093,-69.8949479
1009,1009,Unknown, 2,"Evaristo Morales, Santo Domingo De Guzmán","US$ 1,000", 2,Alquiler Amueblado,18.4651751,-69.9412137
1010,1010, 173mt, 3,"Piantini, Santo Domingo De Guzmán","US$ 270,000", 3,Venta,18.4772093,-69.8949479
1011,1011, 114mt, 2,"Gascue, Santo Domingo De Guzmán","RD$ 4,500,000", 2,Venta,18.4929955,-69.9032885
1012,1012, 150mt, 2,"El Millón, Santo Domingo De Guzmán","RD$ 6,000,000", 3,Venta,18.4593396,-69.9597566
1013,1013, 177mt, 2,"Ensanche Naco, Santo Domingo De Guzmán","US$ 185,000", 3,Venta,18.48063285,-69.9245812964471
1014,1014, 164mt, 2,"Juan Dolio, Guayacanes","US$ 220,000", 2,Venta,18.4268923,-69.4162105
1015,1015, 115mt, 2,"Arroyo Hondo, Santo Domingo De Guzmán","RD$ 3,680,000", 3,Venta,18.5051048,-69.931862
1016,1016, 146mt, 2,"Piantini, Santo Domingo De Guzmán","US$ 155,000", 2,Venta,18.4772093,-69.8949479
1017,1017, 128mt, 2,"Piantini, Santo Domingo De Guzmán","RD$ 6,300,000", 3,Venta,18.4772093,-69.8949479
1018,1018, 112mt, 3,"Residencial Charles De Gaulle, Santo Domingo Norte","RD$ 25,000", 3,Alquiler,null,null
1019,1019, 23mt, 1,"Bella Vista, Santo Domingo De Guzmán",US$ 500, 1,Alquiler Amueblado,18.4522046,-69.9484723
1020,1020, 119mt, 2,"Vista Hermosa, Santo Domingo Este","RD$ 3,700,000", 3,Venta,18.519386,-69.8523773
1021,1021, 120mt, 2,"Los Cacicazgos, Santo Domingo De Guzmán","US$ 1,050", 2,Alquiler Amueblado,18.441375,-69.9697149
1022,1022,Unknown, 3,"Residencial ÁLamo, Santo Domingo Oeste","RD$ 6,000,000", 3,Venta,null,null
1023,1023, 181mt, 2,"Ensanche Naco, Santo Domingo De Guzmán","US$ 180,000", 2,Venta,18.48063285,-69.9245812964471
1024,1024, 226mt, 3,"Urbanización Real, Santo Domingo De Guzmán","US$ 185,000", 3,Venta,18.4428514,-69.9757123
1025,1025, 145mt, 2,"Piantini, Santo Domingo De Guzmán","US$ 2,100", 2,Alquiler,18.4772093,-69.8949479
1026,1026, 150mt, 3,"La Bonita, Las Terrenas","US$ 220,000", 3,Venta,19.3091894,-69.5647967
1027,1027, 90mt, 1,"Piantini, Santo Domingo De Guzmán","US$ 152,000", 1,Venta,18.4772093,-69.8949479
1028,1028, 310mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 310,000", 3,Venta,18.46817535,-69.9199088057318
1029,1029, 154mt, 2,"Juan Dolio, Guayacanes","US$ 150,000", 2,Venta,18.4268923,-69.4162105
1030,1030, 115mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 2,975,000", 3,Venta,18.531096,-69.9064378
1031,1031, 115mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 2,975,000", 3,Venta,18.531096,-69.9064378
1032,1032, 115mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 2,975,000", 3,Venta,18.531096,-69.9064378
1033,1033, 185mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 3,795,000", 3,Venta,18.531096,-69.9064378
1034,1034, 209mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 3,990,000", 3,Venta,18.531096,-69.9064378
1035,1035, 209mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 3,990,000", 3,Venta,18.531096,-69.9064378
1036,1036, 115mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 2,975,000", 3,Venta,18.531096,-69.9064378
1037,1037, 128mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 3,285,000", 3,Venta,18.531096,-69.9064378
1038,1038, 128mt, 2,"Villa Mella, Santo Domingo Norte","RD$ 3,285,000", 3,Venta,18.531096,-69.9064378
1039,1039, 167mt, 2,"El Vergel, Santo Domingo De Guzmán","US$ 200,000", 3,Venta,18.4732303,-69.9167337
1040,1040, 167mt,Unknown,"El Vergel, Santo Domingo De Guzmán","US$ 200,000", 3,Venta,18.4732303,-69.9167337
1041,1041, 194mt, 3,"Mirador Sur, Santo Domingo De Guzmán","US$ 250,000", 3,Venta,18.44863,-69.9556090626115
1042,1042, 293mt, 3,"Los Cacicazgos, Santo Domingo De Guzmán","US$ 470,000", 3,Venta,18.441375,-69.9697149
1043,1043, 160mt, 3,"Altos De Arroyo Hondo Iii, Santo Domingo De Guzmán","RD$ 4,600,000", 4,Venta,18.5029036,-69.9640468
1044,1044, 224mt, 2,"Los Cacicazgos, Santo Domingo De Guzmán","RD$ 9,000,000", 3,Venta,18.441375,-69.9697149
1045,1045, 150mt, 2,"Evaristo Morales, Santo Domingo De Guzmán","RD$ 6,200,000", 3,Venta,18.4651751,-69.9412137
1046,1046, 143mt, 2,"Bella Vista, Santo Domingo De Guzmán","RD$ 6,500,000", 3,Venta,18.4522046,-69.9484723
1047,1047, 115mt, 2,"Cabarete, Sosúa","US$ 255,090", 3,Venta,19.7490157,-70.4128435
1048,1048, 115mt, 2,"Cabarete, Sosúa","US$ 254,210", 3,Venta,19.7490157,-70.4128435
1049,1049, 109mt, 2,"Cabarete, Sosúa","US$ 241,934", 3,Venta,19.7490157,-70.4128435
1050,1050, 160mt, 2,"La Lotería, Santiago","RD$ 4,700,000", 3,Venta,19.4409054,-70.69024
1051,1051, 165mt, 3,"Ensanche Naco, Santo Domingo De Guzmán","RD$ 9,000,000", 3,Venta,18.48063285,-69.9245812964471
1052,1052, 195mt, 2,"Los Laureles, Santiago","RD$ 15,000", 2,Alquiler,-1.7671882,-77.9763973
1053,1053, 374mt, 3,"Piantini, Santo Domingo De Guzmán","US$ 520,000", 3,Venta,18.4772093,-69.8949479
1054,1054, 123mt, 2,"Alma Rosa Ii, Santo Domingo Este","RD$ 3,500,000", 3,Venta,18.487125,-69.8502758
1055,1055, 170mt, 2,"Bella Vista, Santo Domingo De Guzmán","RD$ 8,700,000", 3,Venta,18.4522046,-69.9484723
1056,1056, 280mt, 3,"Ensanche Naco, Santo Domingo De Guzmán","US$ 280,000", 3,Venta,18.48063285,-69.9245812964471
1057,1057, 189mt, 2,"Urbanizacion Fernández, Santo Domingo De Guzmán","US$ 160,000", 3,Venta,18.4758548,-69.946047
1058,1058, 60mt, 1,"Juanillo, Higüey","US$ 250,000", 1,Venta,18.4998173,-68.3781202586412
1059,1059, 230mt, 1,"Juanillo, Higüey","US$ 255,000", 1,Venta,18.4998173,-68.3781202586412
1060,1060, 105mt, 2,"San Isidro Afuera, Santo Domingo Este","RD$ 2,900,000", 3,Venta,null,null
1061,1061, 159mt, 2,"Evaristo Morales, Santo Domingo De Guzmán","US$ 160,000", 2,Venta,18.4651751,-69.9412137
1062,1062, 133mt, 2,"Villa Marina, Santo Domingo De Guzmán","RD$ 3,525,000", 3,Venta,18.4830694,-69.9706697
1063,1063,Unknown, 2,"Ensanche Serralles, Santo Domingo De Guzmán","US$ 135,000", 2,Venta,null,null
1064,1064, 202mt, 2,"Mirador Norte, Santo Domingo De Guzmán","US$ 175,000", 3,Venta,18.4505505,-69.9579591088741
1065,1065, 103mt, 2,"Residencial Alameda, Santo Domingo Oeste","RD$ 17,000", 3,Alquiler,null,null
1066,1066, 57mt, 1,"Juan Dolio, Guayacanes","US$ 56,000", 1,Venta,18.4268923,-69.4162105
1067,1067, 111mt, 2,"Alma Rosa I, Santo Domingo Este","RD$ 3,800,000", 3,Venta,18.4918726,-69.8559554
1068,1068, 166mt, 3,"Juan Dolio, Guayacanes","US$ 350,000", 3,Venta,18.4268923,-69.4162105
1069,1069, 217mt, 2,"Urbanización Monte Verde, Santiago","US$ 110,000", 3,Venta,null,null
1070,1070, 154mt, 2,"Urbanización Monte Verde, Santiago","US$ 110,000", 3,Venta,null,null
1071,1071, 156mt, 2,"Urbanización Monte Verde, Santiago","US$ 110,000", 3,Venta,null,null
1072,1072, 155mt, 2,"Urbanización Monte Verde, Santiago","US$ 110,000", 3,Venta,null,null
1073,1073, 120mt, 2,"Piantini, Santo Domingo De Guzmán","US$ 225,000", 2,Venta,18.4772093,-69.8949479
1074,1074, 160mt, 2,"La Esperilla, Santo Domingo De Guzmán","US$ 200,000", 3,Venta,18.46817535,-69.9199088057318
1075,1075, 170mt, 3,"La Julia, Santo Domingo De Guzmán","RD$ 10,000,000", 3,Venta,18.4633288,-69.9238582
1076,1076, 210mt, 3,"Bella Vista, Santo Domingo De Guzmán","US$ 218,000", 3,Venta,18.4522046,-69.9484723
1077,1077, 112mt, 2,"Arroyo Bernabé, Los Llanos","US$ 400,000", 2,Venta Ambueblado,null,null
1078,1078, 54mt, 1,"Bella Vista, Santo Domingo De Guzmán","US$ 89,000", 1,Venta,18.4522046,-69.9484723
1079,1079, 155mt, 2,"Renacimiento, Santo Domingo De Guzmán","US$ 1,200", 3,Alquiler,18.44677475,-69.9683024115298
1080,1080, 99mt, 1,"La Esperilla, Santo Domingo De Guzmán","US$ 90,000", 1,Venta,18.46817535,-69.9199088057318
1081,1081, 126mt, 2,"Ensanche Naco, Santo Domingo De Guzmán","US$ 160,000", 2,Venta,18.48063285,-69.9245812964471
1082,1082, 125mt, 2,"Prado Oriental I, Santo Domingo Este","RD$ 3,000,000", 3,Venta,18.4908734,-69.7836047
1083,1083, 125mt, 2,"Prado Oriental I, Santo Domingo Este","RD$ 3,000,000", 3,Venta,18.4908734,-69.7836047
1084,1084, 213mt, 3,"Arroyo Hondo, Santo Domingo De Guzmán","RD$ 3,600,000", 4,Venta,18.5051048,-69.931862
1085,1085, 261mt, 3,"Zona Colonial, Santo Domingo De Guzmán","US$ 435,000", 5,Venta,18.4714798,-69.8868222
1086,1086, 135mt, 2,"Gascue, Santo Domingo De Guzmán","US$ 145,000", 2,Venta,18.4929955,-69.9032885
1087,1087, 100mt, 2,"Evaristo Morales, Santo Domingo De Guzmán","US$ 143,000", 2,Venta,18.4651751,-69.9412137
1088,1088, 97mt, 2,"Bavaro, Higüey","US$ 66,486", 2,Venta,18.6861872,-68.419753
1089,1089, 97mt, 2,"Bavaro, Higüey","US$ 65,986", 2,Venta,18.6861872,-68.419753
1090,1090, 97mt, 2,"Bavaro, Higüey","US$ 66,986", 2,Venta,18.6861872,-68.419753
1091,1091, 92mt, 2,"Bavaro, Higüey","US$ 64,500", 2,Venta,18.6861872,-68.419753
1092,1092, 92mt, 2,"Bavaro, Higüey","US$ 75,500", 2,Venta,18.6861872,-68.419753
1093,1093, 92mt, 2,"Bavaro, Higüey",US$ 650, 2,Alquiler,18.6861872,-68.419753
1094,1094, 92mt, 2,"Bavaro, Higüey",US$ 650, 2,Alquiler,18.6861872,-68.419753
1095,1095, 92mt, 2,"Bavaro, Higüey",US$ 650, 2,Alquiler,18.6861872,-68.419753
1096,1096, 120mt, 2,"Bavaro, Higüey","US$ 92,500", 2,Venta,18.6861872,-68.419753
1097,1097, 108mt, 2,"Gurabo Arriba, Santiago","RD$ 2,900,000", 2,Venta,null,null
1098,1098, 108mt, 2,"Gurabo Arriba, Santiago","RD$ 2,900,000", 2,Venta,null,null
1099,1099, 380mt, 3,"Evaristo Morales, Santo Domingo De Guzmán","US$ 375,000", 3,Venta,18.4651751,-69.9412137
1100,1100, 280mt, 3,"Bella Vista, Santo Domingo De Guzmán","RD$ 11,500,000", 3,Venta,18.4522046,-69.9484723
1101,1101, 92mt, 1,"Evaristo Morales, Santo Domingo De Guzmán","RD$ 3,800,000", 1,Venta,18.4651751,-69.9412137
1102,1102, 136mt, 2,"27 De Febrero, Bisonó",US$ 800, 3,Alquiler Amueblado,18.42910795,-68.9810754476557
1103,1103, 157mt, 2,"Evaristo Morales, Santo Domingo De Guzmán","RD$ 9,500,000", 3,Venta,18.4651751,-69.9412137
1104,1104, 420mt, 3,"Los Cacicazgos, Santo Domingo De Guzmán","US$ 5,500", 3,Venta,18.441375,-69.9697149
1105,1105, 118mt, 2,"El Despertar, Santiago","US$ 95,000", 3,Venta,-38.7736154,-72.7647591
1106,1106, 102mt, 2,"Viejo Arroyo Hondo, Santo Domingo De Guzmán","US$ 120,000", 2,Venta,18.4963441,-69.9427768
1107,1107, 97mt, 1,"Punta Cana, Higüey","US$ 115,000", 1,Venta,18.556551,-68.3691611
1108,1108, 55mt, 1,"Las Ballenas, Las Terrenas","US$ 149,000", 1,Venta,null,null
1109,1109, 103mt, 2,"Gascue, Santo Domingo De Guzmán","RD$ 4,550,000", 2,Venta,18.4929955,-69.9032885
1110,1110, 187mt, 2,"Bella Vista, Santo Domingo De Guzmán","RD$ 6,800,000", 3,Venta,18.4522046,-69.9484723
1111,1111, 148mt, 2,"Alma Rosa I, Santo Domingo Este","RD$ 5,500,000", 3,Venta,18.4918726,-69.8559554
1112,1112, 378mt,Unknown,"Los Prados, Santo Domingo De Guzmán","US$ 255,000", 4,Venta,18.4747108,-69.9598991
1113,1113, 128mt, 2,"Gascue, Santo Domingo De Guzmán","US$ 107,500", 2,Venta,18.4929955,-69.9032885
1114,1114, 235mt, 3,"Piantini, Santo Domingo De Guzmán","US$ 590,000", 3,Venta,18.4772093,-69.8949479
1115,1115, 135mt, 1,"Zona Universitaria, Santo Domingo De Guzmán","US$ 150,000", 2,Venta,null,null
1116,1116, 174mt, 3,"Malecon, Santo Domingo De Guzmán","US$ 365,000", 3,Venta,18.4801972,-69.942111
1117,1117, 150mt, 2,"Paraíso, Santo Domingo De Guzmán","US$ 215,000", 3,Venta,-14.0848185,-75.7236762
1118,1118, 216mt, 3,"Jardines Del Sur I Y Ii, Santo Domingo De Guzmán","US$ 160,000", 3,Venta,18.44128635,-69.9494794210503
1119,1119, 200mt, 3,"Bella Vista, Santo Domingo De Guzmán","US$ 250,000", 3,Venta,18.4522046,-69.9484723
1120,1120, 180mt, 3,"Los Cerros De Gurabo, Santiago","US$ 240,000", 3,Venta,19.4651827,-70.681135
1121,1121, 176mt, 3,"Zona Universitaria, Santo Domingo De Guzmán","RD$ 9,000,000", 3,Venta,null,null
1122,1122, 156mt, 2,"Urbanización Independencia, Santo Domingo De Guzmán","US$ 127,000", 3,Venta,null,null
1123,1123, 132mt, 2,"Urbanización Independencia, Santo Domingo De Guzmán","US$ 127,000", 3,Venta,null,null
1124,1124, 92mt, 2,"Colinas Del Arroyo Ii, Santo Domingo Norte","RD$ 1,900,000", 3,Venta,18.546775,-69.9415943087412
1125,1125, 95mt, 2,"Altos De Arroyo Hondo Iii, Santo Domingo De Guzmán","RD$ 2,900,000", 2,Venta,18.5029036,-69.9640468
1126,1126, 94mt, 2,"Alameda, Santo Domingo Oeste","RD$ 2,195,000", 3,Venta,18.4944957,-69.9954845
1127,1127, 260mt, 3,"La Esperilla, Santo Domingo De Guzmán","US$ 270,000", 3,Venta,18.46817535,-69.9199088057318
1128,1128, 170mt, 3,"Mirador Sur, Santo Domingo De Guzmán","US$ 176,000", 2,Venta,18.44863,-69.9556090626115
1129,1129, 168mt, 2,"Mirador Norte, Santo Domingo De Guzmán","RD$ 6,500,000", 3,Venta,18.4505505,-69.9579591088741
1130,1130, 115mt, 2,"Arroyo Hondo, Santo Domingo De Guzmán","RD$ 3,500,000", 3,Venta,18.5051048,-69.931862
1131,1131, 100mt, 1,"Costa Verde, Santo Domingo Oeste","RD$ 25,000", 2,Alquiler Amueblado,18.4246118,-69.9976849
1132,1132, 141mt, 2,"Piantini, Santo Domingo De Guzmán",US$ 900, 3,Alquiler Amueblado,18.4772093,-69.8949479
1133,1133, 250mt, 3,"Gascue, Santo Domingo De Guzmán","US$ 1,150", 2,Alquiler Amueblado,18.4929955,-69.9032885
1134,1134, 116mt, 2,"Ensanche Naco, Santo Domingo De Guzmán","US$ 150,000", 2,Venta,18.48063285,-69.9245812964471
1135,1135, 100mt, 2,"Evaristo Morales, Santo Domingo De Guzmán","US$ 145,000", 2,Venta,18.4651751,-69.9412137
